task,feature_index,genus,best_hit_species,best_pident,best_evalue,has_blast_hit_x,paper_unitig_id,length,n_kmers,n_kmers_in_v9,frac_kmers_in_v9,exact_match_in_v9,has_blast_hit_y
sample_host,62322,,No blast hit,,,False,2600651,147,117,117,1.0,True,True
sample_host,83577,Unknown,No blast hit,100.0,2.9299999999999997e-28,False,2673505,76,46,0,0.0,False,True
sample_host,38856,,No blast hit,,,False,2521644,62,32,0,0.0,False,True
sample_host,73966,,No blast hit,,,False,2641345,64,34,0,0.0,False,True
sample_host,75826,Actinomyces,No blast hit,100.0,1.95e-22,False,2647737,65,35,35,1.0,True,True
sample_host,104008,,No blast hit,,,False,2743115,62,32,32,1.0,True,True
sample_host,105507,,No blast hit,,,False,2748717,62,32,32,1.0,False,True
sample_host,69387,,No blast hit,,,False,2625915,61,31,31,1.0,True,True
sample_host,99701,,No blast hit,,,False,2727509,92,62,0,0.0,False,True
sample_host,92584,Tubastraea,No blast hit,100.0,7.68e-21,False,2704976,62,32,32,1.0,True,True
sample_host,53107,Tardiphaga,Chromobacterium violaceum,100.0,6.81e-22,True,2569730,64,34,0,0.0,False,True
sample_host,43821,Georgenia,Arcanobacterium buesumense,100.0,1.38e-33,True,2537274,86,56,56,1.0,True,True
sample_host,97781,Actinomyces,Actinomyces timonensis,100.0,3.89e-26,True,2722178,72,42,42,1.0,False,True
material,42769,Staphylococcus,Staphylococcus haemolyticus,100.0,0.0,True,2532208,5416,5386,5380,0.9988860007426662,False,True
material,55208,Streptococcus,Streptococcus parasanguinis,100.0,4.46e-25,True,2576579,70,40,40,1.0,True,True
material,12332,Desulfobacca,Desulfobacca acetoxidans,98.387,3.26e-19,True,2423568,62,32,32,1.0,True,True
material,63713,Nitrososphaera,No blast hit,100.0,2.13e-38,False,2606162,95,65,35,0.5384615384615384,False,True
material,58162,,No blast hit,,,False,2587591,61,31,0,0.0,False,False
material,2732,Uncultured,No blast hit,100.0,2.57e-20,False,2378701,61,31,31,1.0,True,True
material,59337,Candidatus Nitrosocosmicus,No blast hit,100.0,4.71e-33,False,2590848,85,55,47,0.8545454545454545,False,True
material,17198,Actinomadura,No blast hit,100.0,2.57e-20,False,2438938,61,31,0,0.0,False,True
material,45990,,No blast hit,,,False,2544635,76,46,46,1.0,False,False
material,81533,Neisseria,No blast hit,100.0,2.57e-20,False,2667129,61,31,31,1.0,True,True
material,83289,Ailuropoda,PREDICTED: Ailuropoda,100.0,5.79e-23,True,2673068,66,36,0,0.0,False,True
material,106873,Aggregatibacter,No blast hit,100.0,1.14e-49,False,2754620,116,86,86,1.0,True,True
material,13237,Desulfobulbus,Desulfobulbus oralis,100.0,8.61e-29,True,2425448,77,47,47,1.0,False,True
material,55081,,No blast hit,,,False,2576441,61,31,31,1.0,True,False
material,34226,Streptococcus,No blast hit,100.0,7.68e-21,False,2505245,62,32,32,1.0,True,True
material,11194,Unknown,No blast hit,100.0,8.61e-29,False,2417721,77,47,47,1.0,True,True
material,89128,,No blast hit,,,False,2693057,61,31,0,0.0,False,False
material,86507,Unknown,No blast hit,100.0,2.57e-20,False,2684330,61,31,31,1.0,True,True
material,52750,Roseiconus,MAG: Mariniblastus,100.0,2.57e-20,True,2569240,61,31,0,0.0,False,True
material,61486,Unknown,MAG: Nitrospira,100.0,3.66e-27,True,2599697,77,47,31,0.6595744680851063,False,True
material,35835,Unknown,No blast hit,100.0,1.7199999999999998e-23,False,2511568,67,37,37,1.0,True,True
material,81434,Unknown,No blast hit,100.0,1.15e-26,False,2666828,73,43,43,1.0,True,True
material,89129,,No blast hit,,,False,2693058,61,31,0,0.0,False,False
material,86778,Unknown,uncultured bacterium,100.0,6.81e-22,True,2685292,64,34,33,0.9705882352941176,False,True
material,27398,Desulfobulbus,No blast hit,98.485,2.4600000000000003e-21,False,2475089,66,36,0,0.0,False,True
material,84899,Paenibacillus,Paenibacillus sp.,100.0,2.57e-20,True,2679056,61,31,31,1.0,True,True
material,2,,No blast hit,,,False,610007,61,31,0,0.0,False,False
material,49132,Mycobacterium,Mycolicibacterium smegmatis,100.0,2.29e-21,True,2556722,63,33,0,0.0,False,True
material,92564,Unknown,No blast hit,100.0,4.46e-25,False,2704911,70,40,40,1.0,True,True
material,58044,Unknown,Steroidobacter denitrificans,100.0,3.89e-26,True,2587432,72,42,0,0.0,False,True
material,44870,,No blast hit,,,False,2541042,75,45,0,0.0,False,True
material,101923,Parvicardium,No blast hit,100.0,1.7199999999999998e-23,False,2735640,67,37,0,0.0,False,True
material,34788,Schaalia,No blast hit,100.0,2.57e-20,False,2506732,61,31,31,1.0,True,True
material,46190,Fusobacterium,Fusobacterium polymorphum,100.0,5.79e-23,True,2545043,66,36,36,1.0,True,True
material,35508,Acinetobacter,No blast hit,100.0,7.68e-21,False,2511119,62,32,32,1.0,True,True
material,41717,Unknown,Anaerolineaceae bacterium,100.0,1.2e-34,True,2531105,89,59,59,1.0,True,True
material,43484,,No blast hit,,,False,2536885,83,53,53,1.0,True,True
material,44596,Myotis,No blast hit,100.0,2.29e-21,False,2540445,63,33,0,0.0,False,False
material,11757,Clostridium,No blast hit,100.0,2.57e-20,False,2419967,61,31,31,1.0,True,True
material,23230,Unknown,No blast hit,100.0,4.46e-25,False,2460569,70,40,40,1.0,False,True
material,0,,No blast hit,,,False,496659,61,31,31,1.0,True,False
material,56071,Unknown,No blast hit,100.0,2.29e-21,False,2580978,63,33,33,1.0,True,True
material,79805,Rhodoferax,Rhodoferax sp.,100.0,2.29e-21,True,2660680,63,33,33,1.0,True,True
material,23373,Acidovorax,Ramlibacter sp.,100.0,1.18e-34,True,2460873,88,58,58,1.0,True,True
material,15340,,No blast hit,,,False,2432617,78,48,0,0.0,False,True
material,73483,,No blast hit,,,False,2638325,123,93,0,0.0,False,False
material,29794,,No blast hit,,,False,2482857,62,32,32,1.0,True,True
material,89078,Unknown,No blast hit,100.0,2.57e-20,False,2692596,61,31,31,1.0,True,True
material,73220,,No blast hit,,,False,2638059,124,94,94,1.0,False,True
material,26031,,No blast hit,,,False,2469361,61,31,31,1.0,False,True
material,88473,,No blast hit,,,False,2689193,84,54,54,1.0,True,True
material,99091,Unknown,No blast hit,100.0,5.79e-23,False,2726756,66,36,36,1.0,True,True
material,60405,Unknown,No blast hit,100.0,1.38e-33,False,2594922,86,56,56,1.0,True,True
material,17428,Unknown,Achromobacter xylosoxidans,100.0,2.57e-20,True,2439597,61,31,31,1.0,False,True
material,6909,Paenarthrobacter,Paenarthrobacter nitroguajacolicus,100.0,2.57e-20,True,2392070,61,31,31,1.0,False,True
material,81527,Eikenella,No blast hit,100.0,2.57e-20,False,2667104,61,31,31,1.0,True,True
material,66014,,No blast hit,,,False,2614705,61,31,31,1.0,True,False
material,49573,Phreatobacter,No blast hit,100.0,6.21e-39,False,2557712,96,66,0,0.0,False,True
material,56845,Aeoliella,No blast hit,100.0,5.09e-24,False,2582161,68,38,0,0.0,False,True
material,13014,Unknown,No blast hit,100.0,8.58e-37,False,2425203,92,62,62,1.0,True,True
material,17488,,No blast hit,,,False,2439670,80,50,49,0.98,False,True
material,44866,,No blast hit,,,False,2541036,63,33,33,1.0,True,True
material,48061,Mycolicibacterium,Mycolicibacterium chitae,100.0,6.81e-22,True,2551664,64,34,0,0.0,False,True
material,1305,Arachnia,No blast hit,100.0,8.58e-37,False,2372602,92,62,62,1.0,True,True
material,15887,Fusobacterium,No blast hit,100.0,1.15e-26,False,2433232,73,43,43,1.0,True,True
material,39027,Gemmatimonas,Gemmatimonadales bacterium,100.0,1.7199999999999998e-23,True,2521890,67,37,37,1.0,True,True
material,72772,,No blast hit,,,False,2637543,63,33,33,1.0,True,True
material,85132,,No blast hit,,,False,2679629,61,31,0,0.0,False,True
material,22241,,No blast hit,,,False,2454877,61,31,31,1.0,True,False
material,79839,,No blast hit,,,False,2661024,72,42,0,0.0,False,True
material,5863,,No blast hit,,,False,2390346,62,32,0,0.0,False,True
material,66093,Mycolicibacterium,No blast hit,100.0,5.09e-24,False,2614903,68,38,0,0.0,False,True
material,82952,Sparganium,Silene latifolia,100.0,2.57e-20,True,2671710,61,31,31,1.0,True,True
material,74184,Kitasatospora,No blast hit,100.0,1.51e-24,False,2642386,69,39,0,0.0,False,True
material,34795,,No blast hit,,,False,2506748,68,38,0,0.0,False,True
material,5039,Arachnia,No blast hit,100.0,7.43e-30,False,2385778,79,49,49,1.0,False,True
material,104255,Homo,No blast hit,100.0,6.81e-22,False,2743630,64,34,34,1.0,False,True
material,31092,Paenalkalicoccus,No blast hit,100.0,7.68e-21,False,2486809,62,32,0,0.0,False,True
material,70008,,No blast hit,,,False,2626891,99,69,69,1.0,True,True
material,9918,,No blast hit,,,False,2403964,75,45,45,1.0,True,True
material,31823,,No blast hit,,,False,2489478,61,31,31,1.0,True,True
material,41128,Unknown,MAG: uncultured,100.0,1.51e-24,True,2529645,69,39,39,1.0,False,True
material,89294,Clostridium,No blast hit,100.0,5.23e-17,False,2693636,64,34,34,1.0,False,True
material,76265,Tachysurus,Danio rerio,100.0,5.5e-32,True,2648766,83,53,53,1.0,True,True
material,105344,Streptomyces,No blast hit,100.0,6.81e-22,False,2748481,64,34,0,0.0,False,True
material,96298,Selenomonas,No blast hit,100.0,2.18e-30,False,2716541,80,50,0,0.0,False,True
material,32725,Janthinobacterium,Janthinobacterium lividum,100.0,1.15e-26,True,2491740,73,43,43,1.0,True,True
material,92766,,No blast hit,,,False,2705503,74,44,0,0.0,False,True
material,80500,Clostridium,No blast hit,100.0,8.58e-37,False,2662285,92,62,62,1.0,True,True
material,105289,,No blast hit,,,False,2748339,74,44,44,1.0,True,True
material,83626,Arachnia,No blast hit,100.0,4.71e-33,False,2673571,85,55,55,1.0,True,True
material,47325,,No blast hit,,,False,2548180,88,58,0,0.0,False,True
material,99287,,No blast hit,,,False,2727055,61,31,31,1.0,False,True
material,97345,,No blast hit,,,False,2721414,72,42,42,1.0,False,True
material,75809,Chaetomium,No blast hit,100.0,2.29e-21,False,2647627,63,33,33,1.0,True,True
material,74861,,No blast hit,,,False,2643428,127,97,97,1.0,False,True
material,48067,,No blast hit,,,False,2551718,61,31,31,1.0,True,True
material,67868,,No blast hit,,,False,2620871,66,36,36,1.0,True,True
material,99701,,No blast hit,,,False,2727509,92,62,0,0.0,False,True
material,74301,Lysinibacillus,No blast hit,100.0,5.09e-24,False,2642684,68,38,38,1.0,True,True
