Run_accession	sample_type	community_type	feature	sample_host	material	sample_age	latitude	longitude	project_name	publication_year	geo_loc_name	sample_name	archive_project	archive_sample_accession
SRR5047148	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0144	PRJNA354503	SRS1815379
SRR5047104	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0145	PRJNA354503	SRS1815335
SRR5047061	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0146	PRJNA354503	SRS1815292
SRR5047078	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0147	PRJNA354503	SRS1815309
SRR5047042	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0148	PRJNA354503	SRS1815272
SRR5047149	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0149	PRJNA354503	SRS1815380
SRR5047044	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0150	PRJNA354503	SRS1815275
SRR5047055	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0151	PRJNA354503	SRS1815286
SRR5047112	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0118	PRJNA354503	SRS1815343
SRR5047154	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0119	PRJNA354503	SRS1815385
SRR5047204	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0120	PRJNA354503	SRS1815434
SRR5047125	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0121	PRJNA354503	SRS1815357
SRR5047153	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0122	PRJNA354503	SRS1815384
SRR5047174	ancient_metagenome	oral		Homo sapiens	tooth	1000.0	50.719	16.835	Philips2017	2017	Poland	PCA0123	PRJNA354503	SRS1815405
SRR5047056	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0067	PRJNA354503	SRS1815288
SRR5047130	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0076	PRJNA354503	SRS1815361
SRR5047139	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0077	PRJNA354503	SRS1815370
SRR5047175	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0078	PRJNA354503	SRS1815406
SRR5047050	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0079	PRJNA354503	SRS1815281
SRR5047192	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0080	PRJNA354503	SRS1815423
SRR5047110	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0081	PRJNA354503	SRS1815341
SRR5047131	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0082	PRJNA354503	SRS1815362
SRR5047072	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0083	PRJNA354503	SRS1815302
SRR5047096	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0084	PRJNA354503	SRS1815327
SRR5047150	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0085	PRJNA354503	SRS1815381
SRR5047099	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0068	PRJNA354503	SRS1815330
SRR5047084	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0086	PRJNA354503	SRS1815315
SRR5047171	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0087	PRJNA354503	SRS1815403
SRR5047158	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0069	PRJNA354503	SRS1815389
SRR5047135	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0070	PRJNA354503	SRS1815366
SRR5047202	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0071	PRJNA354503	SRS1815433
SRR5047105	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0072	PRJNA354503	SRS1815336
SRR5047103	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0073	PRJNA354503	SRS1815334
SRR5047142	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0074	PRJNA354503	SRS1815373
SRR5047064	ancient_metagenome	oral		Homo sapiens	tooth	900.0	52.211	16.893	Philips2017	2017	Poland	PCA0075	PRJNA354503	SRS1815295
ERR4596443	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	57.312	25.272	Kazarina2021	2021	Latvia	ZA_11C	PRJEB40382	ERS5073265
ERR4596813	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	57.312	25.272	Kazarina2021	2021	Latvia	ZA_12C	PRJEB40382	ERS5073266
ERR4596815	ancient_metagenome	oral		Homo sapiens	dental calculus	500.0	56.949	24.104	Kazarina2021	2021	Latvia	ZA_1C	PRJEB40382	ERS5073256
ERR4596816	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.968	21.969	Kazarina2021	2021	Latvia	ZA_20C	PRJEB40382	ERS5073267
ERR4596817	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.968	21.969	Kazarina2021	2021	Latvia	ZA_22C	PRJEB40382	ERS5073268
ERR4596818	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.652	23.729	Kazarina2021	2021	Latvia	ZA_29C	PRJEB40382	ERS5073269
ERR4596819	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.949	24.104	Kazarina2021	2021	Latvia	ZA_3C	PRJEB40382	ERS5073257
ERR4596820	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.947	24.109	Kazarina2021	2021	Latvia	ZA_4C	PRJEB40382	ERS5073258
ERR4596822	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.947	24.109	Kazarina2021	2021	Latvia	ZA_5C	PRJEB40382	ERS5073259
ERR4596823	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.947	24.109	Kazarina2021	2021	Latvia	ZA_6C	PRJEB40382	ERS5073260
ERR4596824	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.958	24.121	Kazarina2021	2021	Latvia	ZA_7C	PRJEB40382	ERS5073261
ERR4596825	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.958	24.121	Kazarina2021	2021	Latvia	ZA_8C	PRJEB40382	ERS5073262
ERR4596826	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.958	24.121	Kazarina2021	2021	Latvia	ZA_9C	PRJEB40382	ERS5073263
ERR4596828	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	56.958	24.121	Kazarina2021	2021	Latvia	ZA_C22	PRJEB40382	ERS5073270
ERR4903906	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	ES1	PRJEB41665	ERS5428032
ERR4903907	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	ES2	PRJEB41665	ERS5428033
ERR4903908	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	ES3	PRJEB41665	ERS5428034
ERR4903909	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	ES4	PRJEB41665	ERS5428035
ERR4903910	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	ES5	PRJEB41665	ERS5428036
ERR4903911	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	ES6	PRJEB41665	ERS5428037
ERR4903912	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	ES7	PRJEB41665	ERS5428038
ERR4903913	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	IX	PRJEB41665	ERS5428039
ERR4903914	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	44700.0	38.687	-0.508	Rampelli2021	2021	Spain	V1	PRJEB41665	ERS5428040
ERR4903915	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	44700.0	38.687	-0.508	Rampelli2021	2021	Spain	V2	PRJEB41665	ERS5428041
ERR4903916	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	44700.0	38.687	-0.508	Rampelli2021	2021	Spain	V3	PRJEB41665	ERS5428042
ERR4903917	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	Xa	PRJEB41665	ERS5428043
ERR4903918	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	Xb	PRJEB41665	ERS5428044
ERR4903919	ancient_metagenome	gut	cave	Homo sapiens neanderthalensis	sediment	52300.0	38.687	-0.508	Rampelli2021	2021	Spain	XI	PRJEB41665	ERS5428045
ERR4172756	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-1.508	29.445	Brealey2020	2020	Democratic Republic of the Congo	Gb1	PRJEB33363	ERS4545904
ERR4172758	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-1.508	29.445	Brealey2020	2020	Democratic Republic of the Congo	Gb1	PRJEB33363	ERS4545904
ERR4172761	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-1.508	29.445	Brealey2020	2020	Democratic Republic of the Congo	Gb1	PRJEB33363	ERS4545904
ERR4172763	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-1.508	29.445	Brealey2020	2020	Democratic Republic of the Congo	Gb1	PRJEB33363	ERS4545904
ERR4172766	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-1.508	29.445	Brealey2020	2020	Democratic Republic of the Congo	Gb1	PRJEB33363	ERS4545905
ERR4172783	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-1.508	29.445	Brealey2020	2020	Democratic Republic of the Congo	Gb1	PRJEB33363	ERS4545905
ERR4172788	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-1.508	29.445	Brealey2020	2020	Democratic Republic of the Congo	Gb1	PRJEB33363	ERS4545905
ERR4173082	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-1.508	29.445	Brealey2020	2020	Democratic Republic of the Congo	Gb1	PRJEB33363	ERS4545905
ERR4172789	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545906
ERR4172797	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545906
ERR4172799	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545906
ERR4172800	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545906
ERR4172802	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545907
ERR4172804	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545907
ERR4172806	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545907
ERR4172808	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545907
ERR4172809	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545908
ERR4172811	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545908
ERR4172813	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545908
ERR4172814	ancient_metagenome	oral		Gorilla beringei	dental calculus	100.0	-2.316	27.549	Brealey2020	2020	Democratic Republic of the Congo	Gb2	PRJEB33363	ERS4545908
ERR4172883	ancient_metagenome	skeletal tissue		Rangifer tarandus	tooth	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt_tooth	PRJEB33363	ERS4545920
ERR4172889	ancient_metagenome	skeletal tissue		Rangifer tarandus	tooth	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt_tooth	PRJEB33363	ERS4545920
ERR4172953	ancient_metagenome	skeletal tissue		Rangifer tarandus	tooth	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt_tooth	PRJEB33363	ERS4545920
ERR4172977	ancient_metagenome	skeletal tissue		Rangifer tarandus	tooth	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt_tooth	PRJEB33363	ERS4545920
ERR4172835	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt1	PRJEB33363	ERS4545915
ERR4172836	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt1	PRJEB33363	ERS4545915
ERR4172838	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt1	PRJEB33363	ERS4545915
ERR4172839	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt1	PRJEB33363	ERS4545915
ERR4172817	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	60.0	6.0	Brealey2020	2020	Norway	Rt11	PRJEB33363	ERS4545918
ERR4172819	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	60.0	6.0	Brealey2020	2020	Norway	Rt11	PRJEB33363	ERS4545918
ERR4172823	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	60.0	6.0	Brealey2020	2020	Norway	Rt11	PRJEB33363	ERS4545918
ERR4172827	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	60.0	6.0	Brealey2020	2020	Norway	Rt11	PRJEB33363	ERS4545918
ERR4172829	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	79.0	-56.0	Brealey2020	2020	Greenland	Rt13	PRJEB33363	ERS4545919
ERR4172830	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	79.0	-56.0	Brealey2020	2020	Greenland	Rt13	PRJEB33363	ERS4545919
ERR4172832	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	79.0	-56.0	Brealey2020	2020	Greenland	Rt13	PRJEB33363	ERS4545919
ERR4172834	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	79.0	-56.0	Brealey2020	2020	Greenland	Rt13	PRJEB33363	ERS4545919
ERR4172841	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0			Brealey2020	2020	Unknown	Rt5	PRJEB33363	ERS4545916
ERR4172843	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0			Brealey2020	2020	Unknown	Rt5	PRJEB33363	ERS4545916
ERR4172850	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0			Brealey2020	2020	Unknown	Rt5	PRJEB33363	ERS4545916
ERR4172854	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0			Brealey2020	2020	Unknown	Rt5	PRJEB33363	ERS4545916
ERR4172855	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt7	PRJEB33363	ERS4545917
ERR4172857	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt7	PRJEB33363	ERS4545917
ERR4172860	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt7	PRJEB33363	ERS4545917
ERR4172872	ancient_metagenome	oral		Rangifer tarandus	dental calculus	100.0	78.899	18.016	Brealey2020	2020	Norway	Rt7	PRJEB33363	ERS4545917
ERR4172978	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	61.0	31.5	Brealey2020	2020	Russia	Ua13	PRJEB33363	ERS4545912
ERR4172979	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	61.0	31.5	Brealey2020	2020	Russia	Ua13	PRJEB33363	ERS4545912
ERR4172981	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	61.0	31.5	Brealey2020	2020	Russia	Ua13	PRJEB33363	ERS4545912
ERR4172982	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	61.0	31.5	Brealey2020	2020	Russia	Ua13	PRJEB33363	ERS4545912
ERR4172991	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	61.004	14.537	Brealey2020	2020	Sweden	Ua14	PRJEB33363	ERS4545913
ERR4173008	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	61.004	14.537	Brealey2020	2020	Sweden	Ua14	PRJEB33363	ERS4545913
ERR4173033	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	61.004	14.537	Brealey2020	2020	Sweden	Ua14	PRJEB33363	ERS4545913
ERR4173039	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua2	PRJEB33363	ERS4545909
ERR4173041	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua2	PRJEB33363	ERS4545909
ERR4173043	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua2	PRJEB33363	ERS4545909
ERR4173045	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua2	PRJEB33363	ERS4545909
ERR4173049	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua6	PRJEB33363	ERS4545910
ERR4173051	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua6	PRJEB33363	ERS4545910
ERR4173057	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua6	PRJEB33363	ERS4545910
ERR4173060	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua6	PRJEB33363	ERS4545910
ERR4173061	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua7	PRJEB33363	ERS4545911
ERR4173063	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua7	PRJEB33363	ERS4545911
ERR4173066	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua7	PRJEB33363	ERS4545911
ERR4173068	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	56.21	159.346	Brealey2020	2020	Russia	Ua7	PRJEB33363	ERS4545911
ERR4173070	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	63.399	13.081	Brealey2020	2020	Sweden	Ua9	PRJEB33363	ERS4545914
ERR4173072	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	63.399	13.081	Brealey2020	2020	Sweden	Ua9	PRJEB33363	ERS4545914
ERR4173073	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	63.399	13.081	Brealey2020	2020	Sweden	Ua9	PRJEB33363	ERS4545914
ERR4173075	ancient_metagenome	oral		Ursus arctos	dental calculus	100.0	63.399	13.081	Brealey2020	2020	Sweden	Ua9	PRJEB33363	ERS4545914
ERR4670285	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Tett2019	2019	Mexico	Coprolite 14	PRJEB31971	ERS3348200
ERR4670286	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Tett2019	2019	Mexico	Coprolite 14	PRJEB31971	ERS3348200
ERR4670287	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Tett2019	2019	Mexico	Coprolite 16	PRJEB31971	ERS3348201
ERR4670288	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Tett2019	2019	Mexico	Coprolite 16	PRJEB31971	ERS3348201
ERR4670289	ancient_metagenome	gut		Homo sapiens	palaeofaeces	1300.0	25.771	-105.786	Tett2019	2019	Mexico	Coprolite 19	PRJEB31971	ERS3348202
ERR4670283	ancient_metagenome	gut		Homo sapiens		5300.0	46.773	10.837	Tett2019	2019	Italy	Iceman	PRJEB31971	ERS3348203
ERR4373996	ancient_metagenome	oral		Homo sapiens	tooth	2600.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1433	PRJEB33848	ERS3635916
ERR4373999	ancient_metagenome	oral		Homo sapiens	tooth	2600.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1433	PRJEB33848	ERS3635916
ERR4373995	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1700.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1502	PRJEB33848	ERS3636029
ERR4374000	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1700.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1502	PRJEB33848	ERS3636029
ERR4373997	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1600.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1504	PRJEB33848	ERS3636033
ERR4374001	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1600.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1504	PRJEB33848	ERS3636033
ERR4373119	ancient_metagenome	oral		Homo sapiens	dental calculus	1600.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1504	PRJEB33848	ERS3636043
ERR4373998	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1600.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1505	PRJEB33848	ERS3636031
ERR4374003	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1600.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1505	PRJEB33848	ERS3636031
ERR4374005	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1600.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1506	PRJEB33848	ERS3636034
ERR4373134	ancient_metagenome	oral		Homo sapiens	dental calculus	1800.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1511	PRJEB33848	ERS3636044
ERR4374006	ancient_metagenome	oral		Homo sapiens	tooth	2300.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1513	PRJEB33848	ERS3635932
ERR4374007	ancient_metagenome	oral		Homo sapiens	tooth	3100.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1515	PRJEB33848	ERS3635931
ERR4374009	ancient_metagenome	oral		Homo sapiens	tooth	2900.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1518	PRJEB33848	ERS3635959
ERR4386464	ancient_metagenome	oral		Homo sapiens	dental calculus	4000.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1519	PRJEB33848	ERS3636092
ERR4413529	ancient_metagenome	oral		Homo sapiens	dental calculus	4000.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1519	PRJEB33848	ERS3636091
ERR4373146	ancient_metagenome	oral		Homo sapiens	dental calculus	4000.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1519	PRJEB33848	ERS3635912
ERR4373979	ancient_metagenome	oral		Homo sapiens	dental calculus	4000.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1519	PRJEB33848	ERS3636090
ERR4374010	ancient_metagenome	oral		Homo sapiens	tooth	2700.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1521	PRJEB33848	ERS3635934
ERR4374013	ancient_metagenome	oral		Homo sapiens	tooth	2700.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1526	PRJEB33848	ERS3635939
ERR4374014	ancient_metagenome	oral		Homo sapiens	tooth	2200.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1529	PRJEB33848	ERS3635985
ERR4408187	ancient_metagenome	skeletal tissue		Homo sapiens	bone	2600.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1530	PRJEB33848	ERS3635935
ERR4374016	ancient_metagenome	skeletal tissue		Homo sapiens	bone	2700.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1532	PRJEB33848	ERS3635952
ERR4374002	ancient_metagenome	skeletal tissue		Homo sapiens	bone	2200.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1533	PRJEB33848	ERS3635997
ERR4374018	ancient_metagenome	oral		Homo sapiens	tooth	2800.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1534	PRJEB33848	ERS3635940
ERR4374019	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1800.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1536	PRJEB33848	ERS3636026
ERR4374022	ancient_metagenome	oral		Homo sapiens	tooth	2000.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1537	PRJEB33848	ERS3636030
ERR4374024	ancient_metagenome	oral		Homo sapiens	tooth	2000.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1538	PRJEB33848	ERS3635990
ERR4374025	ancient_metagenome	skeletal tissue		Homo sapiens	bone	2800.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1539	PRJEB33848	ERS3635965
ERR4374004	ancient_metagenome	skeletal tissue		Homo sapiens	bone	2100.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1541	PRJEB33848	ERS3635969
ERR4374008	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1900.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1543	PRJEB33848	ERS3636025
ERR4384927	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1900.0	29.24	31.1	Neukamm2020	2020	Egypt	Abusir1543	PRJEB33848	ERS3636093
